,song_id,lyrics,text
349,419,"DecodingResult(audio_features=tensor([[-0.9049,  0.0061,  0.7680,  ..., -0.0945,  1.0817,  0.1422],
        [-0.6335,  0.4441,  1.3407,  ...,  0.3607,  0.7334,  0.0695],
        [-0.1643,  1.3285,  1.3700,  ...,  0.3936,  0.4853,  0.0481],
        ...,
        [-0.4250, -0.2260, -0.4622,  ...,  0.2004,  0.3635,  1.1747],
        [-0.3103, -0.0306, -0.2300,  ..., -0.2084,  0.6766,  0.4182],
        [-1.0131,  0.7614, -0.2047,  ...,  0.0085, -0.3430,  0.0423]]), language='en', language_probs=None, tokens=[50364, 7609, 50664], text='Music', avg_logprob=-1.8034580945968628, no_speech_prob=0.4173364043235779, temperature=0.0, compression_ratio=0.38461538461538464)",Music
350,420,"DecodingResult(audio_features=tensor([[-0.7880, -0.0642,  0.6316,  ..., -0.1574,  0.8615,  0.4561],
        [-0.5354,  0.4965,  1.0383,  ...,  0.4461,  0.4735,  0.2376],
        [-0.1619,  1.0457,  1.4568,  ...,  0.0572,  0.1440,  0.2622],
        ...,
        [-0.2014, -0.6423, -0.1708,  ...,  0.4009, -0.0154,  1.3320],
        [-0.3990, -0.6570, -0.4369,  ..., -0.0815,  0.4927,  0.9117],
        [-1.0764,  0.6643, -0.1173,  ...,  0.2127, -0.3804,  0.4321]]), language='en', language_probs=None, tokens=[50364, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142, 16924, 9871, 44529, 22451, 7142], text='[♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO', avg_logprob=-0.05669873979356554, no_speech_prob=0.40154018998146057, temperature=0.0, compression_ratio=25.227272727272727)",[♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO MUSIC PLAYING [♪ OUTRO
351,422,"DecodingResult(audio_features=tensor([[-0.7446,  0.0874,  0.3398,  ..., -0.2501,  1.3228,  0.1567],
        [-0.4923,  0.4653,  1.0543,  ...,  0.1320,  0.9490,  0.0657],
        [ 0.3665,  1.0905,  0.4500,  ..., -0.4002,  0.6183,  0.4867],
        ...,
        [ 0.0600,  0.2213, -0.5060,  ...,  0.4755,  0.3134,  0.7590],
        [-0.1698,  0.1698, -0.2874,  ...,  0.0845,  0.4118,  0.3835],
        [-0.8538,  0.7449,  0.0281,  ...,  0.0786,  0.0342,  0.0688]]), language='en', language_probs=None, tokens=[50364, 7609, 50864], text='Music', avg_logprob=-1.7353895902633667, no_speech_prob=0.589005708694458, temperature=0.0, compression_ratio=0.38461538461538464)",Music
352,423,"DecodingResult(audio_features=tensor([[-0.3234,  0.1347,  0.4360,  ..., -0.2344,  0.8307,  0.5950],
        [ 0.2487,  0.5442,  0.9332,  ...,  0.2470,  0.6007,  0.4168],
        [ 0.7291,  1.0418,  1.1568,  ..., -0.2407,  0.4060,  0.1653],
        ...,
        [ 0.4412,  0.0464, -0.0178,  ...,  0.2590,  0.5411, -0.0985],
        [-0.1056, -0.2829, -0.4111,  ...,  0.2382,  0.7037,  0.7225],
        [-0.9184,  0.6661, -0.2169,  ...,  0.1722, -0.1938,  0.2568]]), language='en', language_probs=None, tokens=[50364, 7609, 50864], text='Music', avg_logprob=-1.7681522369384766, no_speech_prob=0.5464668273925781, temperature=0.0, compression_ratio=0.38461538461538464)",Music
353,425,"DecodingResult(audio_features=tensor([[-5.3880e-01,  3.7801e-01,  3.6453e-01,  ..., -1.5416e-01,
          9.1089e-01,  4.9239e-01],
        [-1.9694e-01,  9.6877e-01,  1.0332e+00,  ...,  3.9750e-01,
          7.5755e-01,  1.8949e-01],
        [ 7.2624e-01,  1.6523e+00,  2.4969e-01,  ...,  6.4677e-02,
          2.8548e-01,  5.1317e-01],
        ...,
        [ 3.0917e-02, -2.6099e-02, -5.8561e-03,  ...,  4.2538e-03,
          7.8884e-04,  7.0430e-02],
        [ 1.5657e-01, -7.0712e-01, -2.4229e-01,  ...,  3.6389e-02,
          8.2684e-01,  1.0532e+00],
        [-7.8519e-01,  7.8025e-01,  1.8266e-01,  ...,  1.3565e-01,
          8.2820e-02,  2.0965e-01]]), language='en', language_probs=None, tokens=[50364, 7609, 51564, 51564], text='Music', avg_logprob=-1.2970240592956543, no_speech_prob=0.5004587769508362, temperature=0.0, compression_ratio=0.38461538461538464)",Music
354,426,"DecodingResult(audio_features=tensor([[-0.7468,  0.3297, -0.2062,  ..., -0.1967,  0.5737,  0.8374],
        [ 0.2268,  0.6481,  0.3719,  ..., -0.1268,  0.1939,  0.1889],
        [ 0.6332,  1.4570,  0.2942,  ..., -0.6779, -0.0945,  0.2669],
        ...,
        [ 0.0497, -0.4333, -0.6558,  ...,  0.3277,  0.4330,  0.5592],
        [ 0.3323, -0.0505, -0.6963,  ...,  0.2161,  0.9043,  0.3285],
        [-0.8153,  1.0586,  0.0126,  ...,  0.2424, -0.3005, -0.1055]]), language='en', language_probs=None, tokens=[50364, 286, 478, 257, 707, 857, 5868, 295, 341, 13, 50464, 50464, 286, 478, 257, 707, 857, 5868, 295, 341, 13, 50564, 50564, 286, 478, 257, 707, 857, 5868, 295, 341, 13, 50664, 50664, 286, 478, 257, 707, 857, 5868, 295, 341, 13, 50764, 50764, 286, 478, 257, 707, 857, 5868, 295, 341, 13, 50864, 50864, 286, 478, 257, 707, 857, 5868, 295, 341, 13, 50964, 50964, 286, 478, 257, 707, 857, 5868, 295, 341, 13, 51064, 51064, 286, 478, 257, 707, 857, 5868, 295, 341, 13, 51164, 51164, 286, 478, 257, 707, 857, 5868, 295, 341, 13, 51264, 51264, 286, 478, 257, 707, 857, 5868, 295, 341, 13, 51364, 51364, 286, 478, 257, 707, 857, 5868, 295, 341, 13, 51464, 51464, 286, 478, 257, 707, 857, 5868, 295, 341, 13, 51564, 51564, 286, 478, 257, 707, 857, 5868, 295, 341, 13, 51664, 51664, 286, 478, 257, 707, 857, 5868, 295, 341, 13, 51764, 51764], text=""I'm a little bit tired of this. I'm a little bit tired of this. I'm a little bit tired of this. I'm a little bit tired of this. I'm a little bit tired of this. I'm a little bit tired of this. I'm a little bit tired of this. I'm a little bit tired of this. I'm a little bit tired of this. I'm a little bit tired of this. I'm a little bit tired of this. I'm a little bit tired of this. I'm a little bit tired of this. I'm a little bit tired of this."", avg_logprob=-0.24027601877848306, no_speech_prob=0.49317052960395813, temperature=0.0, compression_ratio=9.933333333333334)",I'm a little bit tired of this. I'm a little bit tired of this. I'm a little bit tired of this. I'm a little bit tired of this. I'm a little bit tired of this. I'm a little bit tired of this. I'm a little bit tired of this. I'm a little bit tired of this. I'm a little bit tired of this. I'm a little bit tired of this. I'm a little bit tired of this. I'm a little bit tired of this. I'm a little bit tired of this. I'm a little bit tired of this.
355,427,"DecodingResult(audio_features=tensor([[-0.5640,  0.0168,  0.7766,  ..., -0.0049,  0.9391,  0.4335],
        [-0.2736,  0.6107,  1.1131,  ...,  0.4551,  0.7623,  0.3268],
        [ 0.3734,  0.9061,  1.3252,  ...,  0.7681,  0.3341,  0.0717],
        ...,
        [ 0.0252, -0.0079, -0.0213,  ...,  0.0103,  0.0055,  0.0801],
        [-0.6618, -0.0468, -0.2334,  ...,  0.2280,  0.8434,  0.9081],
        [-0.9668,  0.6926, -0.0926,  ...,  0.0406, -0.0657,  0.1951]]), language='en', language_probs=None, tokens=[50364, 7609, 50464], text='Music', avg_logprob=-1.5529236793518066, no_speech_prob=0.46536457538604736, temperature=0.0, compression_ratio=0.38461538461538464)",Music
356,428,"DecodingResult(audio_features=tensor([[-0.8295, -0.0718,  0.0131,  ..., -0.3434,  0.8680,  0.0381],
        [ 0.1663,  0.3603,  1.1096,  ...,  0.3070,  0.4928,  0.3254],
        [ 0.4081,  0.5692,  1.7889,  ..., -0.0700, -0.1211,  0.2280],
        ...,
        [ 0.8306, -0.2303, -0.7736,  ..., -0.0343,  1.1388,  1.2878],
        [ 0.1759, -0.7383, -0.5011,  ..., -0.4789,  1.1636,  0.8787],
        [-1.0269,  0.7604, -0.0105,  ...,  0.0442, -0.3097,  0.2066]]), language='en', language_probs=None, tokens=[50364, 7609, 51464, 51464], text='Music', avg_logprob=-1.408066177368164, no_speech_prob=0.47368013858795166, temperature=0.0, compression_ratio=0.38461538461538464)",Music
357,429,"DecodingResult(audio_features=tensor([[-0.6784,  0.0135,  0.2914,  ..., -0.1850,  1.1676, -0.0240],
        [-0.4460,  0.5376,  0.8783,  ...,  0.2760,  0.4772, -0.0090],
        [-0.1803,  0.7209,  1.4999,  ...,  0.1428,  0.2534,  0.7290],
        ...,
        [ 0.4034, -0.4551, -0.3763,  ...,  0.4322,  0.3266,  0.7750],
        [-0.1831, -0.1904, -0.4804,  ...,  0.1811,  0.3348,  0.4421],
        [-0.9049,  0.8689, -0.0148,  ...,  0.2099, -0.3534,  0.1737]]), language='en', language_probs=None, tokens=[50364, 7609, 50464], text='Music', avg_logprob=-1.6475595235824585, no_speech_prob=0.36873766779899597, temperature=0.0, compression_ratio=0.38461538461538464)",Music
358,430,"DecodingResult(audio_features=tensor([[-0.7329,  0.4457,  0.6207,  ..., -0.3326,  0.7904,  0.2808],
        [-0.4744,  1.0720,  1.1028,  ...,  0.2420,  0.5344,  0.1126],
        [-0.0203,  1.0338,  0.8939,  ..., -0.3085, -0.2755, -0.1246],
        ...,
        [-0.1216,  0.0890,  0.1423,  ...,  0.3500,  0.6227,  0.7632],
        [-0.5249,  0.0302,  0.0219,  ...,  0.0958,  0.7960,  0.3870],
        [-0.7665,  0.6246,  0.1427,  ...,  0.0752,  0.1344,  0.0851]]), language='en', language_probs=None, tokens=[50364, 7609, 50664], text='Music', avg_logprob=-1.618683934211731, no_speech_prob=0.47944486141204834, temperature=0.0, compression_ratio=0.38461538461538464)",Music
359,431,"DecodingResult(audio_features=tensor([[-0.8354,  0.4449, -0.2483,  ..., -0.4474,  0.6960,  0.8646],
        [-0.2360,  0.6919,  0.8311,  ..., -0.1249,  0.3048,  0.6908],
        [ 0.1266,  1.2730,  0.5397,  ..., -0.5381,  0.0096,  0.5007],
        ...,
        [ 0.9647, -0.1456, -1.0762,  ...,  0.9508,  0.1683,  0.0457],
        [ 0.6879, -0.6089, -0.0904,  ...,  0.1935,  1.0308,  0.6380],
        [-0.9332,  0.5693, -0.1999,  ...,  0.1081, -0.1831,  0.3042]]), language='en', language_probs=None, tokens=[50364, 286, 458, 286, 478, 257, 707, 4052, 11, 457, 291, 434, 6631, 11, 291, 434, 6631, 11, 286, 841, 291, 434, 9049, 11, 286, 478, 6631, 11, 291, 434, 6631, 11, 286, 478, 6631, 11, 291, 434, 9049, 11, 286, 478, 6631, 11, 291, 434, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11, 286, 478, 6631, 11], text=""I know I'm a little cute, but you're stupid, you're stupid, I feel you're gay, I'm stupid, you're stupid, I'm stupid, you're gay, I'm stupid, you're stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid,"", avg_logprob=-0.23428158230251736, no_speech_prob=0.45563995838165283, temperature=0.0, compression_ratio=8.658227848101266)","I know I'm a little cute, but you're stupid, you're stupid, I feel you're gay, I'm stupid, you're stupid, I'm stupid, you're gay, I'm stupid, you're stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid, I'm stupid,"
360,432,"DecodingResult(audio_features=tensor([[-1.0303, -0.0260, -0.3251,  ..., -0.2190,  0.6722,  0.3721],
        [ 0.0255,  1.4479,  0.6583,  ..., -0.2587,  0.4616,  0.3381],
        [ 1.3366,  1.2306, -0.3393,  ..., -0.1470,  0.1735,  0.5036],
        ...,
        [ 1.1017,  0.1183, -0.1312,  ...,  0.6760,  0.6979,  0.3136],
        [-0.1253, -0.2993, -0.2849,  ...,  0.2934,  1.0286,  1.0380],
        [-0.8623,  0.7485, -0.0845,  ...,  0.2958, -0.3271,  0.4122]]), language='en', language_probs=None, tokens=[50364, 7609, 50664], text='Music', avg_logprob=-1.8535206317901611, no_speech_prob=0.4613702595233917, temperature=0.0, compression_ratio=0.38461538461538464)",Music
361,435,"DecodingResult(audio_features=tensor([[-0.7500, -0.0604,  0.0754,  ..., -0.4037,  0.9427,  0.3991],
        [ 0.0841,  0.6011,  0.7806,  ...,  0.3169,  0.4472,  0.4562],
        [ 0.4536,  1.3116,  0.3488,  ..., -0.3186,  0.1191,  0.3170],
        ...,
        [ 1.0218,  0.0100, -0.3045,  ...,  0.0581,  0.5739,  0.6643],
        [-0.4296,  0.1316, -0.8168,  ...,  0.1238,  0.6661,  0.8806],
        [-0.9085,  0.8552, -0.2207,  ...,  0.1793, -0.1914,  0.4228]]), language='en', language_probs=None, tokens=[50364, 7609, 50864, 50864, 7609, 51364, 51364], text='Music Music', avg_logprob=-1.042984962463379, no_speech_prob=0.43876969814300537, temperature=0.0, compression_ratio=0.6875)",Music Music
362,436,"DecodingResult(audio_features=tensor([[-0.4712, -0.0914,  0.4735,  ..., -0.3751,  0.8687,  0.3995],
        [-0.2832,  0.5647,  0.8988,  ...,  0.2627,  0.6226,  0.3384],
        [-0.1198,  0.8320,  0.9150,  ...,  0.2106,  0.3766,  0.4501],
        ...,
        [-0.4723,  0.3462,  0.0846,  ...,  0.6330,  0.7906,  0.8504],
        [-0.1674, -0.3807, -0.0536,  ...,  0.0820,  0.3583,  0.8888],
        [-0.6758,  0.5101,  0.0859,  ..., -0.0377,  0.1812,  0.0184]]), language='en', language_probs=None, tokens=[50364, 7609, 51764], text='Music', avg_logprob=-1.719786524772644, no_speech_prob=0.46284788846969604, temperature=0.0, compression_ratio=0.38461538461538464)",Music
363,437,"DecodingResult(audio_features=tensor([[-0.4109, -0.0565,  0.8555,  ..., -0.1791,  1.1446,  0.2120],
        [-0.0323,  0.3410,  1.2940,  ...,  0.2782,  0.9918,  0.0140],
        [ 0.5522,  1.0382,  0.8746,  ...,  0.1051,  0.7221,  0.0103],
        ...,
        [ 0.1659, -0.0703, -0.0415,  ...,  0.0987,  0.5978,  0.7838],
        [-0.3220,  0.2457, -0.4705,  ...,  0.0148,  0.4440,  0.7189],
        [-0.9220,  0.6080, -0.1173,  ...,  0.1611, -0.1428,  0.1909]]), language='en', language_probs=None, tokens=[50364, 7609, 50464], text='Music', avg_logprob=-1.6126760244369507, no_speech_prob=0.4136117994785309, temperature=0.0, compression_ratio=0.38461538461538464)",Music
364,440,"DecodingResult(audio_features=tensor([[-0.4320, -0.1806,  0.3719,  ..., -0.2222,  0.6206,  0.6427],
        [-0.2613,  0.6175,  0.9842,  ...,  0.2883,  0.4917,  0.4985],
        [ 0.4726,  1.1078,  0.7240,  ...,  0.3294,  0.2890,  0.4122],
        ...,
        [ 0.0443, -0.0428, -0.0347,  ..., -0.0140,  0.0146,  0.0754],
        [-0.4174, -0.3177, -0.4293,  ...,  0.1530,  0.6680,  1.1815],
        [-1.0119,  0.7661, -0.0861,  ...,  0.0799, -0.1844,  0.2344]]), language='en', language_probs=None, tokens=[50364, 7609, 50464], text='Music', avg_logprob=-1.690019130706787, no_speech_prob=0.46520647406578064, temperature=0.0, compression_ratio=0.38461538461538464)",Music
365,441,"DecodingResult(audio_features=tensor([[-0.6211,  0.3662,  0.2231,  ..., -0.3723,  0.7058,  0.3873],
        [-0.4177,  0.5178,  0.5992,  ..., -0.2663,  0.6544,  0.3065],
        [ 0.5034,  0.7666,  0.0765,  ..., -0.9060, -0.0520,  0.1325],
        ...,
        [ 0.1400,  1.0867, -0.9075,  ..., -0.2669,  0.4260,  0.0975],
        [-0.6300,  0.3643, -0.5549,  ..., -0.1129,  0.5474,  0.4011],
        [-1.0345,  1.1039, -0.1882,  ...,  0.3250, -0.5068, -0.3100]]), language='en', language_probs=None, tokens=[50364, 6947, 295, 437, 286, 5646, 818, 732, 12, 259, 12, 6903, 7663, 50556, 50556, 286, 478, 2489, 50666, 50666, 286, 478, 257, 665, 12, 16129, 472, 1854, 50784, 50784, 316, 4145, 1854, 257, 4230, 50860, 50860, 509, 519, 291, 727, 3603, 264, 4230, 30, 50940, 50940, 883, 11, 309, 311, 406, 51016, 51016, 509, 1116, 2831, 312, 1737, 295, 264, 551, 498, 286, 51164, 51164, 286, 727, 360, 257, 12308, 51256, 51256, 286, 478, 2489, 11, 286, 478, 2489, 11, 286, 478, 2489, 51356, 51356, 823, 286, 478, 322, 452, 1065, 51464, 51464, 3240, 493, 456, 11, 309, 311, 2135, 19849, 51604, 51604, 400, 550, 286, 393, 3373, 309, 51704, 51704, 1079, 11, 747, 385, 281, 264, 5214, 51824, 51824], text=""Each of what I normally call two-in-tricks I'm fine I'm a good-looking one inside A scene inside a tree You think you could fly the tree? No, it's not You'd rather be free of the thing if I I could do a suicide I'm fine, I'm fine, I'm fine Now I'm on my own Get up there, it's main trunk And then I can roll it Yes, take me to the station"", avg_logprob=-1.1140697041495902, no_speech_prob=0.5763561725616455, temperature=0.0, compression_ratio=1.6018957345971565)","Each of what I normally call two-in-tricks I'm fine I'm a good-looking one inside A scene inside a tree You think you could fly the tree? No, it's not You'd rather be free of the thing if I I could do a suicide I'm fine, I'm fine, I'm fine Now I'm on my own Get up there, it's main trunk And then I can roll it Yes, take me to the station"
366,442,"DecodingResult(audio_features=tensor([[-0.9009, -0.0298,  0.5439,  ..., -0.0352,  1.2274,  0.4942],
        [-0.0874,  0.4007,  1.2381,  ...,  0.4057,  1.0313,  0.0821],
        [ 0.3581,  1.1008,  0.9689,  ...,  0.1016,  0.6035,  0.1274],
        ...,
        [-0.6928,  0.4088, -0.8401,  ...,  0.9919, -0.2839,  1.2897],
        [ 0.2767,  0.9979, -0.2261,  ...,  1.5058,  0.3237, -0.5232],
        [-0.8049,  1.0546, -0.1210,  ...,  0.0691, -0.1039, -0.0180]]), language='en', language_probs=None, tokens=[50364, 7609, 50664], text='Music', avg_logprob=-1.767249584197998, no_speech_prob=0.3876314163208008, temperature=0.0, compression_ratio=0.38461538461538464)",Music
367,444,"DecodingResult(audio_features=tensor([[-0.9432,  0.1916,  0.3207,  ..., -0.4488,  1.2664,  0.2874],
        [-0.4307,  0.7384,  0.9904,  ...,  0.2360,  0.8846,  0.2501],
        [-0.6101,  1.3474,  1.1006,  ..., -0.1440,  0.4577,  0.7651],
        ...,
        [-0.0738, -0.1108, -0.6002,  ..., -0.2106,  0.8075,  0.6747],
        [-0.2314, -0.2361, -0.4338,  ..., -0.1285,  0.7893,  0.7724],
        [-0.9067,  0.7044, -0.1172,  ..., -0.0670, -0.1432,  0.2311]]), language='en', language_probs=None, tokens=[50364, 7609, 51564], text='Music', avg_logprob=-2.0190796852111816, no_speech_prob=0.5722395777702332, temperature=0.0, compression_ratio=0.38461538461538464)",Music
